review_id,product_id,author,title,rating,content,timestamp,is_verified,profile_id,product_attributes,review_length,product_name,review_length_words,normalized_rating
R0001564,B09GJVTRNZ,Jrkjuhd,Great buy,4.0,Waterproof feature is a big plus. Very easy to set up and connect.,2023-04-05,1,PROF61080,Not Specified,66,JBL Flip 6,13,0.75
R0001565,B09GJVTRNZ,Jjgwmrc,Decent product,5.0,Excellent build quality for the price. Sound is crystal clear and the bass is excellent.,2023-11-01,1,PROF10667,Color: Black,88,JBL Flip 6,15,1.0
R0001566,B09GJVTRNZ,Ywgunuc,Not impressed,4.0,Excellent build quality for the price. The Bluetooth range is impressive.,2023-10-16,0,PROF98121,Not Specified,73,JBL Flip 6,11,0.75
R0001567,B09GJVTRNZ,Nakesdw,Worth it,5.0,"Battery life is fantastic, lasts all day. Great product, exactly what I needed.",2022-05-24,1,PROF33721,Color: White,79,JBL Flip 6,13,1.0
R0001568,B09GJVTRNZ,Nmwnjpp,Great buy,2.0,Very disappointed with the build quality. Very disappointed with the build quality.,2022-10-07,1,PROF69293,Color: Black,83,JBL Flip 6,12,0.25
R0001569,B09GJVTRNZ,Xcdgrvy,Not impressed,5.0,"Waterproof feature is a big plus. Great product, exactly what I needed.",2022-11-23,1,PROF94296,Color: White,71,JBL Flip 6,12,1.0
R0001570,B09GJVTRNZ,Vuldsry,Not impressed,4.0,The Bluetooth range is impressive. Waterproof feature is a big plus.,2022-02-11,1,PROF13828,Not Specified,68,JBL Flip 6,11,0.75
R0001571,B09GJVTRNZ,Bxchwyg,Worth it,5.0,Sound is crystal clear and the bass is excellent. The Bluetooth range is impressive.,2022-12-07,0,PROF95955,Not Specified,84,JBL Flip 6,14,1.0
R0001572,B09GJVTRNZ,Ouhwdac,Worth it,3.0,"Average sound quality, nothing to write home about.",2023-07-23,1,PROF39099,Color: Black,51,JBL Flip 6,8,0.5
R0001573,B09GJVTRNZ,Osazmpd,Not impressed,5.0,Very easy to set up and connect. I use this every day and it never disappoints.,2022-08-16,1,PROF62756,Color: Red,79,JBL Flip 6,16,1.0
R0001574,B09GJVTRNZ,Voyxuph,Decent product,5.0,Waterproof feature is a big plus. Waterproof feature is a big plus.,2023-07-12,0,PROF64932,Color: White,67,JBL Flip 6,12,1.0
R0001575,B09GJVTRNZ,Obhxnul,Great buy,3.0,Works as described.,2024-01-16,1,PROF65099,Not Specified,19,JBL Flip 6,3,0.5
R0001576,B09GJVTRNZ,Tjxcilc,Great buy,2.0,The button layout is confusing. Bluetooth connectivity drops constantly.,2023-11-11,0,PROF28351,Color: Red,72,JBL Flip 6,9,0.25
R0001577,B09GJVTRNZ,Nfsqepk,Not impressed,1.0,"Returned it immediately, very poor quality. Bluetooth connectivity drops constantly.",2023-04-16,1,PROF11199,Color: White,84,JBL Flip 6,10,0.0
R0001578,B09GJVTRNZ,Gdgfnth,Decent product,5.0,"The Bluetooth range is impressive. Battery life is fantastic, lasts all day.",2022-05-10,1,PROF54827,Color: Black,76,JBL Flip 6,12,1.0
R0001579,B09GJVTRNZ,Iilvpae,Not impressed,5.0,Love the design and portability. Excellent build quality for the price.,2024-04-08,1,PROF46379,Color: Black,71,JBL Flip 6,11,1.0
R0001580,B09GJVTRNZ,Gtfdurh,Great buy,4.0,Sound is crystal clear and the bass is excellent. Very easy to set up and connect.,2022-08-16,1,PROF78860,Color: Red,82,JBL Flip 6,16,0.75
R0001581,B09GJVTRNZ,Hxdlewq,Great buy,3.0,Decent speaker but there are better options.,2022-06-11,1,PROF30574,Not Specified,44,JBL Flip 6,7,0.5
R0001582,B09GJVTRNZ,Acmyedr,Not impressed,4.0,Waterproof feature is a big plus. Sound is crystal clear and the bass is excellent.,2023-02-20,1,PROF72238,Not Specified,83,JBL Flip 6,15,0.75
R0001583,B09GJVTRNZ,Djafvpn,Decent product,5.0,"Amazing sound quality, really impressed! Excellent build quality for the price.",2024-03-09,1,PROF29821,Color: Black,79,JBL Flip 6,11,1.0
R0001584,B09GJVTRNZ,Pcggjfp,Great buy,4.0,"Amazing sound quality, really impressed! Excellent build quality for the price.",2022-03-05,0,PROF34091,Color: Black,79,JBL Flip 6,11,0.75
R0001585,B09GJVTRNZ,Jeisrsb,Decent product,5.0,Waterproof feature is a big plus. Very easy to set up and connect.,2022-12-29,1,PROF85938,Color: Black,66,JBL Flip 6,13,1.0
R0001586,B09GJVTRNZ,Dauiuft,Not impressed,3.0,Works as described.,2023-01-30,0,PROF47337,Not Specified,19,JBL Flip 6,3,0.5
R0001587,B09GJVTRNZ,Tvludht,Great buy,5.0,Very easy to set up and connect. Excellent build quality for the price.,2023-09-22,1,PROF75398,Color: Black,71,JBL Flip 6,13,1.0
R0001588,B09GJVTRNZ,Iirqtba,Great buy,4.0,Excellent build quality for the price. Excellent build quality for the price.,2023-07-22,1,PROF72493,Size: Standard,77,JBL Flip 6,12,0.75
R0001589,B09GJVTRNZ,Bsbdbcm,Great buy,4.0,"The Bluetooth range is impressive. Amazing sound quality, really impressed!",2023-03-29,1,PROF92917,Not Specified,75,JBL Flip 6,10,0.75
R0001590,B09GJVTRNZ,Dfmopbd,Decent product,5.0,Excellent build quality for the price. Love the design and portability.,2023-06-14,1,PROF64274,Size: Standard,71,JBL Flip 6,11,1.0
R0001591,B09GJVTRNZ,Hdiaatl,Worth it,5.0,Love the design and portability. I use this every day and it never disappoints.,2022-09-09,0,PROF37155,Color: White,79,JBL Flip 6,14,1.0
R0001592,B09GJVTRNZ,Pqwjfzt,Great buy,5.0,"Sound is crystal clear and the bass is excellent. Battery life is fantastic, lasts all day.",2022-09-22,1,PROF99523,Not Specified,91,JBL Flip 6,16,1.0
R0001593,B09GJVTRNZ,Owifnbc,Great buy,3.0,Decent speaker but there are better options.,2024-06-10,1,PROF31452,Not Specified,44,JBL Flip 6,7,0.5
R0001594,B09GJVTRNZ,Lwwwjum,Decent product,2.0,Battery drains way too fast. Battery drains way too fast.,2022-11-20,1,PROF74095,Color: White,57,JBL Flip 6,10,0.25
R0001595,B09GJVTRNZ,Tpzglhl,Decent product,5.0,Very easy to set up and connect. Excellent build quality for the price.,2024-04-13,1,PROF25769,Size: Standard,71,JBL Flip 6,13,1.0
R0001596,B09GJVTRNZ,Dakdoin,Worth it,5.0,"Amazing sound quality, really impressed! Battery life is fantastic, lasts all day.",2022-04-23,0,PROF65273,Size: Standard,82,JBL Flip 6,12,1.0
R0001597,B09GJVTRNZ,Seytspp,Decent product,4.0,Sound is crystal clear and the bass is excellent. I use this every day and it never disappoints.,2023-12-03,0,PROF27169,Color: White,96,JBL Flip 6,18,0.75
R0001598,B09GJVTRNZ,Ujadfxl,Great buy,2.0,Sound is tinny and lacks bass. Not worth the price at all.,2023-12-08,1,PROF74585,Color: Red,58,JBL Flip 6,12,0.25
R0001599,B09GJVTRNZ,Whrlfqn,Worth it,2.0,The button layout is confusing. Very disappointed with the build quality.,2023-04-09,1,PROF68288,Color: White,73,JBL Flip 6,11,0.25
R0001600,B09GJVTRNZ,Shbxmtl,Worth it,5.0,"Sound is crystal clear and the bass is excellent. Amazing sound quality, really impressed!",2023-02-21,1,PROF78186,Size: Standard,90,JBL Flip 6,14,1.0
R0001601,B09GJVTRNZ,Czwvayb,Decent product,3.0,Decent speaker but there are better options.,2023-11-24,1,PROF26580,Not Specified,44,JBL Flip 6,7,0.5
R0001602,B09GJVTRNZ,Wfzfwrj,Worth it,4.0,"Excellent build quality for the price. Battery life is fantastic, lasts all day.",2023-06-06,1,PROF75374,Size: Standard,80,JBL Flip 6,13,0.75
R0001603,B09GJVTRNZ,Jwqgxxw,Decent product,3.0,It is okay for the price.,2022-01-25,1,PROF84482,Not Specified,25,JBL Flip 6,6,0.5
R0001604,B09GJVTRNZ,Dqtcofb,Great buy,4.0,"Amazing sound quality, really impressed! Great product, exactly what I needed.",2024-06-14,0,PROF53489,Color: Black,78,JBL Flip 6,11,0.75
R0001605,B09GJVTRNZ,Ixsxqob,Great buy,2.0,Not worth the price at all. Battery drains way too fast.,2024-01-22,1,PROF93631,Color: Red,56,JBL Flip 6,11,0.25
R0001606,B09GJVTRNZ,Hbkxirv,Great buy,4.0,"Great product, exactly what I needed. Amazing sound quality, really impressed!",2023-10-12,1,PROF72562,Color: Red,78,JBL Flip 6,11,0.75
R0001607,B09GJVTRNZ,Nfqaxni,Not impressed,2.0,Not worth the price at all. The button layout is confusing.,2022-04-23,1,PROF14730,Not Specified,59,JBL Flip 6,11,0.25
R0001608,B09GJVTRNZ,Xurkpsq,Great buy,5.0,"Great product, exactly what I needed. Waterproof feature is a big plus.",2023-12-20,0,PROF23985,Not Specified,71,JBL Flip 6,12,1.0
R0001609,B09GJVTRNZ,Kznkcov,Worth it,3.0,"Average sound quality, nothing to write home about.",2022-12-31,1,PROF30949,Size: Standard,51,JBL Flip 6,8,0.5
R0001610,B09GJVTRNZ,Biaznjg,Decent product,4.0,"Excellent build quality for the price. Great product, exactly what I needed.",2022-03-10,1,PROF67636,Not Specified,76,JBL Flip 6,12,0.75
R0001611,B09GJVTRNZ,Jggrunh,Worth it,5.0,Sound is crystal clear and the bass is excellent. The Bluetooth range is impressive.,2023-11-07,1,PROF73173,Color: Black,84,JBL Flip 6,14,1.0
R0001612,B09GJVTRNZ,Roglopf,Worth it,5.0,Very easy to set up and connect. The Bluetooth range is impressive.,2024-03-06,1,PROF77559,Color: Black,67,JBL Flip 6,12,1.0
R0001613,B09GJVTRNZ,Vetloqg,Great buy,4.0,Very easy to set up and connect. Love the design and portability.,2023-01-15,1,PROF26486,Color: White,65,JBL Flip 6,12,0.75
R0001614,B09GJVTRNZ,Lzaovya,Worth it,4.0,The Bluetooth range is impressive. Very easy to set up and connect.,2023-04-29,0,PROF93743,Size: Standard,67,JBL Flip 6,12,0.75
R0001615,B09GJVTRNZ,Semmltt,Decent product,4.0,I use this every day and it never disappoints. Love the design and portability.,2024-02-18,1,PROF26812,Color: White,79,JBL Flip 6,14,0.75
R0001616,B09GJVTRNZ,Fublcbv,Worth it,5.0,I use this every day and it never disappoints. The Bluetooth range is impressive.,2022-10-13,1,PROF98491,Color: White,81,JBL Flip 6,14,1.0
R0001617,B09GJVTRNZ,Rbtmvrz,Not impressed,5.0,"Battery life is fantastic, lasts all day. I use this every day and it never disappoints.",2023-09-26,1,PROF24199,Color: Black,88,JBL Flip 6,16,1.0
R0001618,B09GJVTRNZ,Luklhps,Worth it,5.0,Excellent build quality for the price. Very easy to set up and connect.,2024-05-25,1,PROF44867,Color: White,71,JBL Flip 6,13,1.0
R0001619,B09GJVTRNZ,Jevhdrr,Not impressed,4.0,"Amazing sound quality, really impressed! Amazing sound quality, really impressed!",2024-03-10,1,PROF33894,Not Specified,81,JBL Flip 6,10,0.75
R0001620,B09GJVTRNZ,Tgqaasm,Great buy,5.0,"Sound is crystal clear and the bass is excellent. Great product, exactly what I needed.",2022-02-21,1,PROF93956,Color: Red,87,JBL Flip 6,15,1.0
R0001621,B09GJVTRNZ,Yasbkvd,Great buy,4.0,"Waterproof feature is a big plus. Great product, exactly what I needed.",2023-06-01,1,PROF55698,Color: White,71,JBL Flip 6,12,0.75
R0001622,B09GJVTRNZ,Xpwxfin,Not impressed,2.0,Bluetooth connectivity drops constantly. Not worth the price at all.,2023-01-02,1,PROF24129,Color: Black,68,JBL Flip 6,10,0.25
R0001623,B09GJVTRNZ,Ovjzsyz,Worth it,5.0,"Battery life is fantastic, lasts all day. Waterproof feature is a big plus.",2022-10-18,0,PROF37219,Color: White,75,JBL Flip 6,13,1.0
R0001624,B09GJVTRNZ,Vkjudki,Worth it,5.0,"Great product, exactly what I needed. I use this every day and it never disappoints.",2023-08-30,1,PROF97793,Size: Standard,84,JBL Flip 6,15,1.0
R0001625,B09GJVTRNZ,Bawrdor,Not impressed,3.0,Does the job but nothing special.,2023-11-14,1,PROF21274,Color: Black,33,JBL Flip 6,6,0.5
R0001626,B09GJVTRNZ,Ifdwkqs,Worth it,5.0,"Waterproof feature is a big plus. Amazing sound quality, really impressed!",2023-12-14,1,PROF65156,Color: White,74,JBL Flip 6,11,1.0
R0001627,B09GJVTRNZ,Svfaxba,Worth it,3.0,Does the job but nothing special.,2024-04-20,1,PROF78293,Color: Black,33,JBL Flip 6,6,0.5
R0001628,B09GJVTRNZ,Ivzeqyi,Decent product,4.0,"Great product, exactly what I needed. Amazing sound quality, really impressed!",2022-03-08,1,PROF91919,Not Specified,78,JBL Flip 6,11,0.75
R0001629,B09GJVTRNZ,Gfllgke,Great buy,2.0,Stopped working after a few months. Bluetooth connectivity drops constantly.,2022-01-26,1,PROF98392,Color: White,76,JBL Flip 6,10,0.25
R0001630,B09GJVTRNZ,Wwouxzt,Decent product,4.0,Excellent build quality for the price. The Bluetooth range is impressive.,2024-06-11,1,PROF19653,Size: Standard,73,JBL Flip 6,11,0.75
R0001631,B09GJVTRNZ,Ryrtapm,Decent product,5.0,"Great product, exactly what I needed. Amazing sound quality, really impressed!",2023-04-04,0,PROF83098,Color: White,78,JBL Flip 6,11,1.0
R0001632,B09GJVTRNZ,Dkgztja,Not impressed,4.0,"Waterproof feature is a big plus. Great product, exactly what I needed.",2023-02-20,1,PROF22883,Not Specified,71,JBL Flip 6,12,0.75
R0001633,B09GJVTRNZ,Wdnvfyl,Decent product,5.0,The Bluetooth range is impressive. I use this every day and it never disappoints.,2023-11-12,0,PROF95818,Color: Black,81,JBL Flip 6,14,1.0
R0001634,B09GJVTRNZ,Kpellvn,Worth it,5.0,Excellent build quality for the price. Sound is crystal clear and the bass is excellent.,2023-12-06,1,PROF21223,Not Specified,88,JBL Flip 6,15,1.0
R0001635,B09GJVTRNZ,Oqrszah,Decent product,5.0,Excellent build quality for the price. Very easy to set up and connect.,2024-04-07,0,PROF27770,Not Specified,71,JBL Flip 6,13,1.0
R0001636,B09GJVTRNZ,Mmlzvja,Decent product,3.0,"Average sound quality, nothing to write home about.",2023-07-25,0,PROF51561,Size: Standard,51,JBL Flip 6,8,0.5
R0001637,B09GJVTRNZ,Yhucykm,Great buy,4.0,"Amazing sound quality, really impressed! Great product, exactly what I needed.",2023-08-09,1,PROF61967,Color: White,78,JBL Flip 6,11,0.75
R0001638,B09GJVTRNZ,Nlqvilb,Great buy,3.0,"Average sound quality, nothing to write home about.",2024-03-03,1,PROF44326,Color: Black,51,JBL Flip 6,8,0.5
R0001639,B09GJVTRNZ,Eyoxjmb,Worth it,5.0,"Battery life is fantastic, lasts all day. Waterproof feature is a big plus.",2022-01-18,1,PROF12361,Not Specified,75,JBL Flip 6,13,1.0
R0001640,B09GJVTRNZ,Dqbnvah,Not impressed,5.0,"Great product, exactly what I needed. Great product, exactly what I needed.",2022-01-24,1,PROF29560,Size: Standard,75,JBL Flip 6,12,1.0
R0001641,B09GJVTRNZ,Epvqaeb,Worth it,4.0,Sound is crystal clear and the bass is excellent. Sound is crystal clear and the bass is excellent.,2023-05-26,1,PROF44298,Color: Black,99,JBL Flip 6,18,0.75
R0001642,B09GJVTRNZ,Lgulgyt,Decent product,5.0,Sound is crystal clear and the bass is excellent. Excellent build quality for the price.,2022-01-26,0,PROF94148,Not Specified,88,JBL Flip 6,15,1.0
R0001643,B09GJVTRNZ,Rpxrxgs,Worth it,4.0,"Battery life is fantastic, lasts all day. Battery life is fantastic, lasts all day.",2023-05-20,1,PROF43181,Color: Red,83,JBL Flip 6,14,0.75
R0001644,B09GJVTRNZ,Shrxzrk,Worth it,5.0,Very easy to set up and connect. Love the design and portability.,2023-06-11,1,PROF76411,Size: Standard,65,JBL Flip 6,12,1.0
R0001645,B09GJVTRNZ,Wryryqw,Not impressed,2.0,Bluetooth connectivity drops constantly. Not worth the price at all.,2022-08-10,1,PROF77840,Not Specified,68,JBL Flip 6,10,0.25
R0001646,B09GJVTRNZ,Wvmnanp,Not impressed,5.0,Very easy to set up and connect. Love the design and portability.,2024-03-02,1,PROF96099,Not Specified,65,JBL Flip 6,12,1.0
R0001647,B09GJVTRNZ,Wszrwaa,Decent product,3.0,"Average sound quality, nothing to write home about.",2022-11-09,1,PROF14178,Color: Black,51,JBL Flip 6,8,0.5
R0001648,B09GJVTRNZ,Kevbfez,Great buy,5.0,Waterproof feature is a big plus. Sound is crystal clear and the bass is excellent.,2022-07-20,1,PROF68567,Size: Standard,83,JBL Flip 6,15,1.0
R0001649,B09GJVTRNZ,Vphuiqr,Great buy,5.0,Love the design and portability. I use this every day and it never disappoints.,2022-01-30,1,PROF53919,Not Specified,79,JBL Flip 6,14,1.0
R0001650,B09GJVTRNZ,Adsazae,Worth it,5.0,The Bluetooth range is impressive. Very easy to set up and connect.,2022-11-16,1,PROF18484,Color: Red,67,JBL Flip 6,12,1.0
R0001651,B09GJVTRNZ,Urrvtqv,Great buy,1.0,Very disappointed with the build quality. The button layout is confusing.,2022-03-22,1,PROF41326,Color: Black,73,JBL Flip 6,11,0.0
R0001652,B09GJVTRNZ,Zejxvdl,Decent product,4.0,Very easy to set up and connect. Waterproof feature is a big plus.,2022-07-07,0,PROF78625,Color: Black,66,JBL Flip 6,13,0.75
R0001653,B09GJVTRNZ,Fsjhygt,Great buy,4.0,Very easy to set up and connect. I use this every day and it never disappoints.,2024-03-28,1,PROF52490,Not Specified,79,JBL Flip 6,16,0.75
R0001654,B09GJVTRNZ,Xhvirrs,Worth it,4.0,"Great product, exactly what I needed. Great product, exactly what I needed.",2023-03-04,1,PROF81279,Not Specified,75,JBL Flip 6,12,0.75
R0001655,B09GJVTRNZ,Ggcvvrv,Worth it,2.0,Sound is tinny and lacks bass. Battery drains way too fast.,2023-03-10,1,PROF23304,Not Specified,59,JBL Flip 6,11,0.25
R0001656,B09GJVTRNZ,Gdzrkaq,Worth it,5.0,Sound is crystal clear and the bass is excellent. Excellent build quality for the price.,2023-08-08,1,PROF41522,Color: Black,88,JBL Flip 6,15,1.0
R0001657,B09GJVTRNZ,Pylmbis,Worth it,4.0,"Amazing sound quality, really impressed! Love the design and portability.",2024-04-21,1,PROF67765,Color: White,73,JBL Flip 6,10,0.75
R0001658,B09GJVTRNZ,Yfuvnoy,Great buy,4.0,"Love the design and portability. Great product, exactly what I needed.",2022-12-19,1,PROF95224,Size: Standard,70,JBL Flip 6,11,0.75
R0001659,B09GJVTRNZ,Pghbrou,Decent product,4.0,"Sound is crystal clear and the bass is excellent. Amazing sound quality, really impressed!",2022-09-10,1,PROF57423,Color: White,90,JBL Flip 6,14,0.75
R0001660,B09GJVTRNZ,Epciptq,Worth it,4.0,Very easy to set up and connect. I use this every day and it never disappoints.,2022-03-29,1,PROF42601,Size: Standard,79,JBL Flip 6,16,0.75
R0001661,B09GJVTRNZ,Xcaqezm,Great buy,5.0,Excellent build quality for the price. Waterproof feature is a big plus.,2023-10-20,0,PROF63477,Color: Red,72,JBL Flip 6,12,1.0
R0001662,B09GJVTRNZ,Rmdxyvx,Great buy,4.0,Sound is crystal clear and the bass is excellent. Waterproof feature is a big plus.,2022-06-15,1,PROF99824,Not Specified,83,JBL Flip 6,15,0.75
R0001663,B09GJVTRNZ,Tmvecok,Decent product,5.0,"Waterproof feature is a big plus. Great product, exactly what I needed.",2024-03-16,1,PROF99049,Not Specified,71,JBL Flip 6,12,1.0
R0001664,B09GJVTRNZ,Cadnlaq,Great buy,4.0,I use this every day and it never disappoints. Excellent build quality for the price.,2023-09-02,1,PROF17402,Color: Red,85,JBL Flip 6,15,0.75
R0001665,B09GJVTRNZ,Azaujug,Great buy,5.0,"Battery life is fantastic, lasts all day. Battery life is fantastic, lasts all day.",2023-09-20,1,PROF93617,Color: White,83,JBL Flip 6,14,1.0
R0001666,B09GJVTRNZ,Iktbqba,Worth it,5.0,"Very easy to set up and connect. Amazing sound quality, really impressed!",2024-03-18,1,PROF99763,Color: Red,73,JBL Flip 6,12,1.0
R0001667,B09GJVTRNZ,Hbsduoc,Worth it,3.0,Decent speaker but there are better options.,2022-09-07,1,PROF19394,Not Specified,44,JBL Flip 6,7,0.5
R0001668,B09GJVTRNZ,Gjcidcn,Worth it,5.0,"Amazing sound quality, really impressed! Very easy to set up and connect.",2023-01-06,0,PROF82112,Color: White,73,JBL Flip 6,12,1.0
R0001669,B09GJVTRNZ,Rnsqfvg,Great buy,2.0,Bluetooth connectivity drops constantly. Sound is tinny and lacks bass.,2023-11-15,1,PROF42182,Size: Standard,71,JBL Flip 6,10,0.25
R0001670,B09GJVTRNZ,Tphmmba,Great buy,5.0,Excellent build quality for the price. Waterproof feature is a big plus.,2022-09-21,1,PROF11158,Color: Black,72,JBL Flip 6,12,1.0
R0001671,B09GJVTRNZ,Gjuurvi,Great buy,4.0,"I use this every day and it never disappoints. Great product, exactly what I needed.",2023-04-15,1,PROF20607,Not Specified,84,JBL Flip 6,15,0.75
R0001672,B09GJVTRNZ,Quhgjpd,Not impressed,5.0,"Great product, exactly what I needed. Waterproof feature is a big plus.",2022-12-13,1,PROF69443,Color: Black,71,JBL Flip 6,12,1.0
R0001673,B09GJVTRNZ,Ltvrrnt,Decent product,5.0,Excellent build quality for the price. I use this every day and it never disappoints.,2022-09-04,0,PROF27625,Not Specified,85,JBL Flip 6,15,1.0
R0001674,B09GJVTRNZ,Lfajfco,Decent product,5.0,Excellent build quality for the price. Excellent build quality for the price.,2023-05-05,1,PROF28322,Color: Black,77,JBL Flip 6,12,1.0
R0001675,B09GJVTRNZ,Yhuxels,Great buy,5.0,"Love the design and portability. Battery life is fantastic, lasts all day.",2023-11-28,1,PROF64538,Color: Black,74,JBL Flip 6,12,1.0
R0001676,B09GJVTRNZ,Rjhfpzt,Decent product,4.0,"Great product, exactly what I needed. Battery life is fantastic, lasts all day.",2023-03-02,0,PROF42801,Not Specified,79,JBL Flip 6,13,0.75
R0001677,B09GJVTRNZ,Zknmajo,Great buy,2.0,"Battery drains way too fast. Returned it immediately, very poor quality.",2022-01-04,1,PROF73756,Color: Red,72,JBL Flip 6,11,0.25
R0001678,B09GJVTRNZ,Fvtoeyu,Great buy,4.0,Waterproof feature is a big plus. Love the design and portability.,2023-09-01,1,PROF73249,Size: Standard,66,JBL Flip 6,11,0.75
R0001679,B09GJVTRNZ,Phbgjyd,Not impressed,3.0,It is okay for the price.,2023-07-11,1,PROF77313,Color: White,25,JBL Flip 6,6,0.5
R0001680,B09GJVTRNZ,Nanlpzk,Not impressed,5.0,"Sound is crystal clear and the bass is excellent. Battery life is fantastic, lasts all day.",2024-04-27,1,PROF78920,Color: Red,91,JBL Flip 6,16,1.0
R0001681,B09GJVTRNZ,Vmhpqbe,Not impressed,4.0,Waterproof feature is a big plus. The Bluetooth range is impressive.,2022-04-20,0,PROF46589,Color: Black,68,JBL Flip 6,11,0.75
R0001682,B09GJVTRNZ,Zjtoncy,Great buy,5.0,The Bluetooth range is impressive. Excellent build quality for the price.,2023-03-20,1,PROF92816,Not Specified,73,JBL Flip 6,11,1.0
R0001683,B09GJVTRNZ,Ckvelyv,Not impressed,5.0,Very easy to set up and connect. Excellent build quality for the price.,2022-07-02,1,PROF88208,Color: Black,71,JBL Flip 6,13,1.0
R0001684,B09GJVTRNZ,Moboxnr,Great buy,5.0,"Battery life is fantastic, lasts all day. Waterproof feature is a big plus.",2023-08-18,1,PROF16207,Not Specified,75,JBL Flip 6,13,1.0
R0001685,B09GJVTRNZ,Qabzjus,Worth it,3.0,It is okay for the price.,2022-08-16,0,PROF41729,Not Specified,25,JBL Flip 6,6,0.5
R0001686,B09GJVTRNZ,Ngawipb,Decent product,5.0,"Great product, exactly what I needed. I use this every day and it never disappoints.",2022-06-17,1,PROF58702,Size: Standard,84,JBL Flip 6,15,1.0
R0001687,B09GJVTRNZ,Ikzwrxo,Not impressed,5.0,The Bluetooth range is impressive. Very easy to set up and connect.,2022-06-06,1,PROF89135,Color: Red,67,JBL Flip 6,12,1.0
R0001688,B09GJVTRNZ,Uxcvbpt,Great buy,4.0,Sound is crystal clear and the bass is excellent. Sound is crystal clear and the bass is excellent.,2024-06-18,1,PROF74688,Size: Standard,99,JBL Flip 6,18,0.75
R0001689,B09GJVTRNZ,Cseevdo,Decent product,5.0,Excellent build quality for the price. Sound is crystal clear and the bass is excellent.,2023-09-05,1,PROF22801,Color: Red,88,JBL Flip 6,15,1.0
R0001690,B09GJVTRNZ,Gifbgxu,Decent product,5.0,Love the design and portability. The Bluetooth range is impressive.,2023-06-18,0,PROF95277,Not Specified,67,JBL Flip 6,10,1.0
R0001691,B09GJVTRNZ,Rjundhs,Worth it,3.0,Works as described.,2024-02-07,0,PROF70411,Size: Standard,19,JBL Flip 6,3,0.5
R0001692,B09GJVTRNZ,Yyknbfz,Not impressed,4.0,I use this every day and it never disappoints. Love the design and portability.,2023-03-16,1,PROF27836,Color: Black,79,JBL Flip 6,14,0.75
R0001693,B09GJVTRNZ,Szsedee,Great buy,4.0,"Great product, exactly what I needed. I use this every day and it never disappoints.",2022-10-04,1,PROF18038,Size: Standard,84,JBL Flip 6,15,0.75
R0001694,B09GJVTRNZ,Gtliaxc,Decent product,3.0,Decent speaker but there are better options.,2022-10-25,1,PROF82449,Color: White,44,JBL Flip 6,7,0.5
R0001695,B09GJVTRNZ,Rehvtap,Great buy,4.0,"Battery life is fantastic, lasts all day. Sound is crystal clear and the bass is excellent.",2022-12-26,1,PROF96162,Color: Black,91,JBL Flip 6,16,0.75
R0001696,B09GJVTRNZ,Hpocmfo,Not impressed,2.0,"Sound is tinny and lacks bass. Returned it immediately, very poor quality.",2022-07-17,1,PROF50769,Color: Black,74,JBL Flip 6,12,0.25
R0001697,B09GJVTRNZ,Zrqnvkb,Great buy,1.0,Very disappointed with the build quality. Not worth the price at all.,2024-03-09,1,PROF51721,Color: Black,69,JBL Flip 6,12,0.0
R0001698,B09GJVTRNZ,Gtpeqem,Not impressed,3.0,Decent speaker but there are better options.,2023-03-20,1,PROF32004,Not Specified,44,JBL Flip 6,7,0.5
R0001699,B09GJVTRNZ,Ncgvqot,Worth it,5.0,Waterproof feature is a big plus. Very easy to set up and connect.,2022-01-17,1,PROF46758,Color: Red,66,JBL Flip 6,13,1.0
R0001700,B09GJVTRNZ,Letheur,Worth it,4.0,"Sound is crystal clear and the bass is excellent. Battery life is fantastic, lasts all day.",2022-08-24,1,PROF71949,Color: Red,91,JBL Flip 6,16,0.75
R0001701,B09GJVTRNZ,Tjxgalv,Decent product,5.0,"Very easy to set up and connect. Great product, exactly what I needed.",2022-06-29,1,PROF60294,Color: White,70,JBL Flip 6,13,1.0
R0001702,B09GJVTRNZ,Ilfvawe,Decent product,4.0,Waterproof feature is a big plus. Sound is crystal clear and the bass is excellent.,2023-07-27,1,PROF72862,Not Specified,83,JBL Flip 6,15,0.75
R0001703,B09GJVTRNZ,Upyhfpv,Great buy,4.0,"Amazing sound quality, really impressed! Love the design and portability.",2022-12-03,1,PROF26331,Color: Red,73,JBL Flip 6,10,0.75
R0001704,B09GJVTRNZ,Apphoyf,Not impressed,4.0,The Bluetooth range is impressive. The Bluetooth range is impressive.,2022-10-19,1,PROF77678,Size: Standard,69,JBL Flip 6,10,0.75
R0001705,B09GJVTRNZ,Oplkcsw,Not impressed,4.0,Excellent build quality for the price. Excellent build quality for the price.,2024-06-03,0,PROF21141,Not Specified,77,JBL Flip 6,12,0.75
R0001706,B09GJVTRNZ,Czfnuyy,Not impressed,2.0,Not worth the price at all. The button layout is confusing.,2022-12-11,1,PROF64897,Not Specified,59,JBL Flip 6,11,0.25
R0001708,B09GJVTRNZ,Qlnazyi,Decent product,3.0,"Average sound quality, nothing to write home about.",2023-10-24,1,PROF85577,Not Specified,51,JBL Flip 6,8,0.5
R0001709,B09GJVTRNZ,Bvtgeob,Worth it,5.0,Love the design and portability. I use this every day and it never disappoints.,2023-07-04,1,PROF26301,Color: Red,79,JBL Flip 6,14,1.0
